PC1,PC2,TSNE1,TSNE2,image
22.298443,-13.857836,15.0057955,-0.6987208,LIDC-IDRI-0245_R_1.png
0.77594036,3.3094695,27.449804,-9.3150625,LIDC-IDRI-0246_R_1.png
35.436,13.833067,20.688486,3.7944279,LIDC-IDRI-0248_R_1.png
-4.588854,1.6907818,-4.0857024,-15.230818,LIDC-IDRI-0249_R_1.png
-20.040878,2.7287784,-9.397797,-15.41206,LIDC-IDRI-0249_R_2.png
-9.494236,-10.53682,-10.602027,-6.1586003,LIDC-IDRI-0250_R_1.png
-12.920009,-9.31849,-8.978822,-3.016234,LIDC-IDRI-0250_R_2.png
27.95739,4.3790355,17.16156,0.30081743,LIDC-IDRI-0251_R_1.png
-35.509235,15.160378,-20.201284,-8.441964,LIDC-IDRI-0252_R_1.png
27.240229,-11.711265,20.13301,9.693185,LIDC-IDRI-0255_R_1.png
10.780947,-17.163137,-1.3753943,3.07635,LIDC-IDRI-0255_R_2.png
37.452595,13.183746,19.914654,4.860364,LIDC-IDRI-0256_R_1.png
-15.468985,0.21738146,-8.68219,-12.084295,LIDC-IDRI-0257_R_1.png
-5.116577,-14.077296,-8.300798,0.44441012,LIDC-IDRI-0258_R_1.png
-5.8089204,-12.756792,-9.607548,3.231226,LIDC-IDRI-0258_R_2.png
2.009381,3.0776842,-2.4250424,-12.97825,LIDC-IDRI-0259_R_1.png
-31.183296,8.854905,-22.435696,-10.257287,LIDC-IDRI-0260_R_1.png
-29.902086,15.240325,-22.627298,-10.686314,LIDC-IDRI-0260_R_3.png
1.1304431,-1.1823705,10.170374,19.39056,LIDC-IDRI-0262_R_1.png
24.880846,-4.1690617,2.5636396,15.321996,LIDC-IDRI-0264_R_1.png
-37.127357,12.127068,-22.070099,-17.798252,LIDC-IDRI-0264_R_2.png
-27.210922,4.9903493,-21.475199,0.23247515,LIDC-IDRI-0265_R_1.png
-4.9570227,-12.577576,-0.9047951,0.1257269,LIDC-IDRI-0269_R_1.png
22.079662,-11.432053,8.8746605,0.15812767,LIDC-IDRI-0270_R_1.png
25.08646,-7.757755,13.623552,7.2051854,LIDC-IDRI-0272_R_1.png
16.817322,-17.454159,-5.1358776,13.343934,LIDC-IDRI-0273_R_2.png
-4.2487087,7.3620753,-4.156314,-16.065987,LIDC-IDRI-0274_R_1.png
1.0088736,-1.1494641,-2.8059976,-15.548676,LIDC-IDRI-0276_R_1.png
-19.316668,-1.936883,-16.73874,-14.989974,LIDC-IDRI-0277_R_1.png
28.956242,-4.014943,14.922204,6.4975386,LIDC-IDRI-0278_R_2.png
9.606168,10.89485,30.201462,-9.552286,LIDC-IDRI-0281_R_1.png
1.6303971,-17.111073,-5.1058583,7.9264274,LIDC-IDRI-0282_R_1.png
3.9549441,-17.681732,4.2421913,2.7637663,LIDC-IDRI-0282_R_2.png
7.280795,-16.008467,2.406568,-0.9131141,LIDC-IDRI-0283_R_1.png
20.978395,-3.4935925,13.197783,15.726007,LIDC-IDRI-0284_R_1.png
21.679316,9.94044,28.23951,-2.365325,LIDC-IDRI-0284_R_3.png
20.217522,0.33675408,15.387875,16.991245,LIDC-IDRI-0285_R_1.png
45.439606,41.362255,33.138744,2.3430188,LIDC-IDRI-0286_R_1.png
19.453033,-10.344822,9.371926,0.57051635,LIDC-IDRI-0288_R_2.png
-11.62509,23.894793,-26.429958,-14.628795,LIDC-IDRI-0289_R_2.png
14.1844635,2.0768502,13.870827,3.9202943,LIDC-IDRI-0292_R_1.png
-34.70764,19.207504,-23.837996,-10.484997,LIDC-IDRI-0294_R_2.png
-46.74459,9.425512,-20.741634,10.106498,LIDC-IDRI-0298_R_1.png
-13.722974,-7.023576,-10.676684,-21.727854,LIDC-IDRI-0298_R_3.png
-3.0656273,-14.478612,2.0706317,-3.6596208,LIDC-IDRI-0298_R_4.png
5.1561146,-17.063559,-0.6629668,1.9463782,LIDC-IDRI-0298_R_5.png
14.705061,-10.4495535,2.9405897,1.2458485,LIDC-IDRI-0298_R_6.png
-24.99056,-3.4407911,-18.413916,7.1116457,LIDC-IDRI-0298_R_7.png
6.9607263,-13.655727,3.643141,4.8879733,LIDC-IDRI-0299_R_2.png
3.8308182,-17.474539,4.494507,12.127264,LIDC-IDRI-0299_R_3.png
24.547554,1.1965874,14.69782,14.574471,LIDC-IDRI-0300_R_1.png
10.497491,-4.6401443,7.751293,16.415525,LIDC-IDRI-0300_R_2.png
-24.075706,10.337238,-14.272935,-20.915928,LIDC-IDRI-0300_R_3.png
-5.811372,-8.785384,-10.776207,-8.19774,LIDC-IDRI-0300_R_4.png
-18.259073,-11.140808,-8.470316,-4.8213286,LIDC-IDRI-0301_R_2.png
-9.039198,-8.658886,-9.099225,-7.3019295,LIDC-IDRI-0304_R_1.png
-20.303665,-0.13040619,-18.094908,12.930182,LIDC-IDRI-0305_R_8.png
15.512466,-16.196701,7.9398193,7.5354853,LIDC-IDRI-0308_R_2.png
-23.667297,-6.2587023,-14.347919,-16.300495,LIDC-IDRI-0309_R_2.png
11.985174,-11.609878,0.47563186,3.4218488,LIDC-IDRI-0311_R_2.png
4.382038,-0.26993397,10.044668,17.706219,LIDC-IDRI-0312_R_1.png
15.921856,-9.021817,7.1959443,4.421421,LIDC-IDRI-0312_R_2.png
22.731974,-13.110672,15.689956,12.643273,LIDC-IDRI-0312_R_3.png
-32.914375,33.182976,-24.216002,4.7618866,LIDC-IDRI-0313_R_1.png
-28.997305,5.6741157,-11.37006,-14.991866,LIDC-IDRI-0314_R_1.png
-18.106441,6.9145064,-11.995774,-0.49573824,LIDC-IDRI-0318_R_1.png
19.040443,-3.153641,10.039092,5.792485,LIDC-IDRI-0321_R_1.png
26.959005,14.56438,31.341066,-3.565093,LIDC-IDRI-0321_R_2.png
8.907803,3.9698033,0.12727162,-13.519923,LIDC-IDRI-0321_R_3.png
-21.726248,8.022541,-10.647685,-15.242803,LIDC-IDRI-0325_R_1.png
2.638398,-7.718817,-1.853001,-14.516819,LIDC-IDRI-0326_R_1.png
-36.048138,23.124144,-26.94345,-1.7477771,LIDC-IDRI-0332_R_1.png
-25.61818,-2.9394112,-18.386404,-7.3298125,LIDC-IDRI-0332_R_2.png
31.280388,36.804325,31.239508,4.5392632,LIDC-IDRI-0335_R_2.png
31.157978,-2.3748686,18.06501,-2.4188504,LIDC-IDRI-0335_R_3.png
17.443016,-10.827183,8.622934,0.10016782,LIDC-IDRI-0338_R_1.png
6.603044,-12.798831,3.0943704,4.718188,LIDC-IDRI-0339_R_1.png
22.588068,-3.7468886,13.443315,7.4947715,LIDC-IDRI-0341_R_2.png
28.712214,-6.610749,18.043518,5.924475,LIDC-IDRI-0341_R_4.png
-1.5722731,-13.455679,2.2106616,6.3104234,LIDC-IDRI-0341_R_6.png
-13.181226,-2.9644442,-4.119503,-11.711786,LIDC-IDRI-0344_R_2.png
15.465476,-11.744102,9.626251,13.760746,LIDC-IDRI-0345_R_1.png
3.7894883,-22.652624,3.6282485,6.808946,LIDC-IDRI-0345_R_2.png
-31.404287,21.225615,-22.100481,-18.98899,LIDC-IDRI-0348_R_2.png
2.0159235,-17.1422,-2.0155506,1.0162398,LIDC-IDRI-0352_R_2.png
31.112698,16.575666,28.768564,-0.037034545,LIDC-IDRI-0353_R_1.png
5.7721767,-13.679566,0.25870594,12.999805,LIDC-IDRI-0353_R_2.png
-30.965683,4.669144,-17.507675,9.0912075,LIDC-IDRI-0353_R_3.png
16.67022,-7.1170373,9.23788,7.371969,LIDC-IDRI-0356_R_1.png
28.830425,-4.0690017,21.510538,8.888742,LIDC-IDRI-0356_R_3.png
14.8684025,-10.077372,10.301406,8.399149,LIDC-IDRI-0356_R_4.png
4.665995,-4.5942807,-5.9579124,10.029228,LIDC-IDRI-0356_R_5.png
6.613608,-9.721556,6.6587725,18.877188,LIDC-IDRI-0358_R_8.png
-28.799402,-11.163368,-18.164312,0.80561393,LIDC-IDRI-0362_R_2.png
15.377877,0.75056756,28.06124,-5.614772,LIDC-IDRI-0363_R_1.png
48.008595,28.362804,21.126041,-3.019264,LIDC-IDRI-0371_R_1.png
2.422796,-12.288802,0.9571693,14.424693,LIDC-IDRI-0372_R_2.png
-6.8116474,-18.466244,-10.524587,0.85545784,LIDC-IDRI-0373_R_1.png
29.605986,11.571458,33.538982,-4.72208,LIDC-IDRI-0375_R_1.png
-23.553036,-8.060479,-13.587507,7.9114256,LIDC-IDRI-0375_R_2.png
1.7325536,-16.363134,-4.8577304,7.876953,LIDC-IDRI-0376_R_1.png
-31.296616,5.745875,-19.559284,-2.8290408,LIDC-IDRI-0377_R_1.png
13.659742,-14.65179,9.263589,9.214807,LIDC-IDRI-0377_R_2.png
1.8244259,-17.800695,-4.4458814,2.0092432,LIDC-IDRI-0380_R_1.png
-36.934128,-2.9275265,-17.129549,3.1203098,LIDC-IDRI-0385_R_1.png
23.505558,10.133896,32.27011,-6.177222,LIDC-IDRI-0386_R_4.png
-17.696005,-16.07098,-9.194228,4.635148,LIDC-IDRI-0388_R_2.png
1.8460398,-17.02998,1.8220923,4.886083,LIDC-IDRI-0394_R_2.png
-7.0552583,-15.940358,-1.2933849,-1.1743076,LIDC-IDRI-0394_R_4.png
-12.478263,2.0464818,0.7866664,-5.36157,LIDC-IDRI-0394_R_6.png
-25.245874,-1.5338581,-16.096493,-22.28883,LIDC-IDRI-0398_R_11.png
44.709534,15.218838,20.729338,-1.5651125,LIDC-IDRI-0398_R_2.png
13.797417,-3.8082569,10.682007,-3.5861974,LIDC-IDRI-0398_R_4.png
30.18365,-0.13191666,21.233316,5.0216117,LIDC-IDRI-0399_R_1.png
23.072504,-10.727821,15.288034,9.802928,LIDC-IDRI-0400_R_1.png
21.602669,-10.670791,13.71987,5.727573,LIDC-IDRI-0400_R_2.png
-21.774502,16.576786,-21.52177,12.229691,LIDC-IDRI-0402_R_10.png
2.060893,-14.036601,0.05799322,-0.64270973,LIDC-IDRI-0402_R_4.png
16.364056,0.6464981,12.897551,-4.903244,LIDC-IDRI-0402_R_5.png
35.67307,31.414446,36.126408,-2.2354918,LIDC-IDRI-0403_R_1.png
-7.089243,23.63138,-0.44874135,-17.269459,LIDC-IDRI-0404_R_1.png
35.077766,17.344656,21.485329,-0.11160235,LIDC-IDRI-0404_R_2.png
-10.461646,-0.36563236,-6.000956,-17.518211,LIDC-IDRI-0404_R_4.png
-0.9674565,-11.657435,-3.7310917,4.693474,LIDC-IDRI-0405_R_1.png
23.675446,-4.225763,26.346926,5.6434755,LIDC-IDRI-0405_R_2.png
10.839858,-8.873656,9.427359,11.71879,LIDC-IDRI-0406_R_3.png
39.684566,6.175402,21.08638,7.655701,LIDC-IDRI-0407_R_1.png
-19.245346,2.0631824,-15.742981,-20.014917,LIDC-IDRI-0407_R_2.png
42.791733,40.593403,33.63497,2.274939,LIDC-IDRI-0407_R_3.png
17.860682,-5.427491,10.143631,10.848922,LIDC-IDRI-0408_R_1.png
27.145424,-3.0874262,18.867775,3.7855346,LIDC-IDRI-0408_R_2.png
26.887589,24.285318,31.99776,-2.9670074,LIDC-IDRI-0409_R_1.png
-6.663959,-4.101467,-6.63898,-18.124054,LIDC-IDRI-0409_R_2.png
-6.86038,-16.814613,-3.0853426,-2.2969873,LIDC-IDRI-0411_R_3.png
28.800667,6.6763616,14.889842,-6.4015284,LIDC-IDRI-0412_R_3.png
14.037261,-2.3450508,8.354543,-1.3926712,LIDC-IDRI-0413_R_2.png
-0.65309834,-5.845469,9.814307,19.874214,LIDC-IDRI-0415_R_1.png
7.905063,-6.96478,10.70077,17.583372,LIDC-IDRI-0415_R_3.png
21.826725,-9.288769,14.780409,16.506104,LIDC-IDRI-0415_R_4.png
12.2806635,-8.545872,11.293479,14.75038,LIDC-IDRI-0415_R_6.png
-26.03363,4.357279,-9.833248,-11.10128,LIDC-IDRI-0415_R_7.png
29.021057,-9.109147,17.794544,-1.3534083,LIDC-IDRI-0416_R_1.png
14.690844,-10.121625,19.40207,13.222397,LIDC-IDRI-0416_R_2.png
29.65896,22.736805,33.33361,-2.3501995,LIDC-IDRI-0419_R_2.png
5.8328648,-13.0838,4.4589405,8.461075,LIDC-IDRI-0420_R_2.png
-32.123344,32.75893,-25.565445,-18.46176,LIDC-IDRI-0423_R_1.png
21.311825,18.669199,33.268322,-3.6937807,LIDC-IDRI-0427_R_1.png
32.22132,23.581192,32.63801,-0.41371688,LIDC-IDRI-0427_R_2.png
46.16041,53.97213,34.374435,3.935953,LIDC-IDRI-0427_R_4.png
-18.08907,-5.3468394,-16.46624,10.535613,LIDC-IDRI-0429_R_2.png
-12.592679,-10.618456,-6.1377497,-1.046739,LIDC-IDRI-0430_R_1.png
17.397093,-8.574544,10.939555,13.593069,LIDC-IDRI-0430_R_2.png
20.91731,7.9079976,27.115149,-3.305752,LIDC-IDRI-0433_R_3.png
23.72166,-11.768408,11.694549,1.0892028,LIDC-IDRI-0433_R_5.png
-15.619663,-15.984414,-6.205797,-1.4857259,LIDC-IDRI-0434_R_1.png
8.126994,-15.222631,6.6730347,2.328506,LIDC-IDRI-0434_R_2.png
10.401328,-15.272281,5.813287,5.4792233,LIDC-IDRI-0434_R_3.png
10.909835,9.860809,29.716131,-7.8925047,LIDC-IDRI-0437_R_1.png
29.255302,42.404053,35.731438,-0.09896189,LIDC-IDRI-0437_R_3.png
28.00618,14.636821,30.882765,-4.350412,LIDC-IDRI-0437_R_4.png
-2.8301046,-16.590725,-0.7315876,16.261324,LIDC-IDRI-0438_R_1.png
-23.809488,-15.674072,-6.362224,-4.670482,LIDC-IDRI-0440_R_1.png
-3.3985279,9.160524,27.522924,-10.310518,LIDC-IDRI-0440_R_2.png
17.925116,10.267193,31.257416,-6.006366,LIDC-IDRI-0443_R_1.png
-0.8647905,-10.774476,-7.962642,-7.805743,LIDC-IDRI-0445_R_2.png
-19.726624,18.985996,-3.6362774,-19.05886,LIDC-IDRI-0447_R_2.png
-3.1256738,-5.3537292,-4.14587,3.1352315,LIDC-IDRI-0448_R_1.png
4.7399178,-5.8295746,-2.9673476,2.2458212,LIDC-IDRI-0448_R_2.png
-15.68983,-8.762675,-8.5767355,2.5482829,LIDC-IDRI-0448_R_3.png
11.943237,-6.5352645,8.547602,12.338625,LIDC-IDRI-0450_R_3.png
-5.886952,-7.2412467,-6.0524626,-11.245209,LIDC-IDRI-0450_R_4.png
-7.210433,-6.9362025,-6.1265216,-9.579369,LIDC-IDRI-0450_R_6.png
8.16837,-7.9689164,6.028027,12.584534,LIDC-IDRI-0450_R_7.png
-23.160393,-4.659126,-9.903229,-10.756854,LIDC-IDRI-0450_R_8.png
-10.268783,-4.472749,-7.928575,-10.800169,LIDC-IDRI-0450_R_9.png
-15.636038,-4.4642763,-18.705027,-20.56151,LIDC-IDRI-0451_R_1.png
-18.983397,-16.65319,-12.695895,2.5598705,LIDC-IDRI-0452_R_3.png
-21.111904,-5.689561,-12.698336,-4.6730847,LIDC-IDRI-0453_R_1.png
29.005337,-4.548391,17.638948,10.477994,LIDC-IDRI-0454_R_1.png
21.617884,-12.541896,16.45975,8.654083,LIDC-IDRI-0454_R_4.png
15.440298,-14.059752,7.751847,11.108984,LIDC-IDRI-0454_R_6.png
-22.517328,16.276037,-13.184225,-11.760103,LIDC-IDRI-0454_R_7.png
26.268951,18.918343,34.79469,-5.0712223,LIDC-IDRI-0456_R_1.png
2.459068,-16.863413,-3.5909746,5.5690637,LIDC-IDRI-0456_R_2.png
41.319897,31.989365,32.62792,1.9566935,LIDC-IDRI-0456_R_3.png
8.67878,-5.5569983,10.602571,16.850765,LIDC-IDRI-0458_R_2.png
-3.9214456,1.8789117,9.291872,20.620817,LIDC-IDRI-0458_R_3.png
-20.567339,-16.508038,-13.673743,2.4294753,LIDC-IDRI-0460_R_1.png
-13.830466,-12.72526,-6.8644233,2.441213,LIDC-IDRI-0461_R_2.png
-25.944342,12.194155,-10.751546,-18.485622,LIDC-IDRI-0462_R_2.png
-13.93741,-10.958434,-9.479728,-8.8639555,LIDC-IDRI-0462_R_3.png
21.977978,17.945143,32.798332,-5.9890285,LIDC-IDRI-0463_R_2.png
-31.219328,25.090055,-26.054466,6.6202264,LIDC-IDRI-0464_R_3.png
-17.529718,33.68889,-4.5667176,-21.497719,LIDC-IDRI-0466_R_2.png
28.942474,1.3425353,19.097878,5.4958863,LIDC-IDRI-0467_R_1.png
-0.52833873,14.916716,30.141748,-10.059172,LIDC-IDRI-0469_R_1.png
-2.3832765,-13.532665,-5.6067233,2.449408,LIDC-IDRI-0469_R_3.png
-32.630295,10.970706,-24.860826,-2.5675592,LIDC-IDRI-0470_R_2.png
28.125204,1.5841252,26.734468,3.4744983,LIDC-IDRI-0473_R_1.png
-10.265252,-7.4881096,-2.518845,-9.253292,LIDC-IDRI-0476_R_1.png
-8.975573,-12.212674,-8.523656,-9.460461,LIDC-IDRI-0476_R_2.png
16.345245,-14.609433,9.8606,15.450403,LIDC-IDRI-0476_R_3.png
14.484062,-0.57151175,14.709209,18.215103,LIDC-IDRI-0476_R_4.png
-6.948924,-7.857731,-2.8838394,-9.456525,LIDC-IDRI-0476_R_5.png
31.291267,-2.4255726,19.587242,8.242164,LIDC-IDRI-0476_R_6.png
22.452784,14.528488,32.951366,-3.2168438,LIDC-IDRI-0477_R_2.png
4.3923893,-16.034851,3.26618,3.8223784,LIDC-IDRI-0479_R_2.png
-10.58165,-14.031938,-15.687042,5.2717013,LIDC-IDRI-0480_R_1.png
19.682936,-8.022378,13.643655,8.540547,LIDC-IDRI-0481_R_2.png
-36.581226,2.456571,-18.844822,3.1390283,LIDC-IDRI-0481_R_4.png
-6.1599483,-1.3281794,-6.395088,-18.569817,LIDC-IDRI-0481_R_6.png
-3.0454597,-7.977474,3.506972,19.237755,LIDC-IDRI-0481_R_7.png
23.44121,12.996127,33.49424,-5.1544576,LIDC-IDRI-0485_R_2.png
34.019867,-5.508057,22.693703,9.510286,LIDC-IDRI-0485_R_4.png
3.2276888,-16.505558,3.2061357,6.242677,LIDC-IDRI-0485_R_5.png
5.0989842,-17.328852,6.8807397,11.415379,LIDC-IDRI-0486_R_2.png
10.736797,4.7845726,26.340763,-8.555918,LIDC-IDRI-0487_R_6.png
-28.13041,1.5403581,-20.504732,-14.082567,LIDC-IDRI-0489_R_1.png
-33.23163,8.074931,-24.934645,-5.0807605,LIDC-IDRI-0489_R_3.png
-1.7160077,-18.015625,-6.274989,6.6512647,LIDC-IDRI-0489_R_4.png
6.027158,-21.045427,-7.102744,6.9913487,LIDC-IDRI-0489_R_5.png
-16.409246,0.7879682,-16.414503,-8.887987,LIDC-IDRI-0489_R_7.png
-33.857525,11.902772,-22.485727,-18.055544,LIDC-IDRI-0490_R_1.png
44.053654,19.076689,24.720749,2.9258685,LIDC-IDRI-0490_R_2.png
32.78665,29.38042,32.81817,0.30927202,LIDC-IDRI-0491_R_1.png
35.02956,25.147142,32.83422,-1.8393344,LIDC-IDRI-0491_R_4.png
34.84422,47.854694,35.13302,2.6261606,LIDC-IDRI-0491_R_8.png
-22.296265,-2.4214492,-19.58996,-18.078222,LIDC-IDRI-0491_R_9.png
23.129976,-0.11647215,13.688804,11.033321,LIDC-IDRI-0492_R_1.png
45.26011,53.000774,33.311024,4.3873506,LIDC-IDRI-0492_R_2.png
24.302343,14.413428,31.99945,-4.371824,LIDC-IDRI-0493_R_1.png
-11.914131,7.4595265,-17.842653,-12.5662565,LIDC-IDRI-0493_R_2.png
4.6937094,-13.682624,2.795266,10.083718,LIDC-IDRI-0496_R_1.png
10.325233,-6.7439537,0.81009173,17.299894,LIDC-IDRI-0496_R_2.png
32.07896,-4.0415,16.548826,1.7486463,LIDC-IDRI-0496_R_3.png
-40.57917,21.989176,-21.901617,8.52351,LIDC-IDRI-0497_R_1.png
-24.747599,-8.560535,-18.3954,2.363073,LIDC-IDRI-0500_R_1.png
21.378212,-5.478154,15.0683,8.177608,LIDC-IDRI-0501_R_1.png
3.1794508,-11.239743,3.785971,5.303693,LIDC-IDRI-0501_R_2.png
25.145916,-7.8136473,14.137042,10.787675,LIDC-IDRI-0503_R_2.png
-44.07411,15.957718,-20.926533,7.6051917,LIDC-IDRI-0507_R_1.png
-35.201584,7.600836,-20.909838,-3.674614,LIDC-IDRI-0507_R_3.png
-5.3623633,-9.765234,-0.44502363,-4.432304,LIDC-IDRI-0507_R_4.png
-31.563843,4.1469264,-21.173878,2.7908003,LIDC-IDRI-0508_R_1.png
10.473762,-6.853443,8.702123,5.283301,LIDC-IDRI-0510_R_1.png
7.244404,-13.12323,-4.042204,11.926132,LIDC-IDRI-0510_R_4.png
0.15661389,-13.011732,0.9726137,11.271576,LIDC-IDRI-0510_R_5.png
-5.6051955,-10.903191,-6.816536,8.349424,LIDC-IDRI-0510_R_6.png
-24.914927,8.442389,-15.379661,-11.7397785,LIDC-IDRI-0515_R_1.png
-33.296806,21.309471,-26.03318,-17.486605,LIDC-IDRI-0521_R_1.png
4.341444,-0.056995086,14.388409,19.144445,LIDC-IDRI-0523_R_2.png
37.55906,-3.3424397,23.58375,9.343426,LIDC-IDRI-0524_R_1.png
-21.693026,-6.7898316,-10.452654,-4.93437,LIDC-IDRI-0525_R_3.png
16.620022,-4.061596,12.361869,8.033344,LIDC-IDRI-0529_R_4.png
15.443841,14.787909,36.019592,-8.063838,LIDC-IDRI-0530_R_1.png
-4.2055135,-19.12222,-4.238946,-2.7444112,LIDC-IDRI-0530_R_2.png
19.275208,-13.9684105,10.050116,0.76000154,LIDC-IDRI-0535_R_2.png
3.3774776,-14.546021,-3.4261775,6.428115,LIDC-IDRI-0537_R_1.png
-34.430687,3.7061145,-21.197575,7.6821494,LIDC-IDRI-0539_R_1.png
37.549335,33.803898,33.99165,0.26961443,LIDC-IDRI-0542_R_3.png
15.601271,8.229296,15.497815,3.679082,LIDC-IDRI-0543_R_1.png
-19.791828,2.991276,-17.201715,-10.097688,LIDC-IDRI-0543_R_2.png
-26.007607,29.307049,-26.007435,-16.439552,LIDC-IDRI-0546_R_1.png
18.219265,-9.413073,7.987678,15.302043,LIDC-IDRI-0547_R_2.png
10.002217,-5.9627366,6.3520308,7.1545534,LIDC-IDRI-0549_R_4.png
31.783447,5.596905,17.286581,4.9246383,LIDC-IDRI-0549_R_5.png
-4.1665964,-9.821101,-5.2956176,-9.320601,LIDC-IDRI-0549_R_6.png
-5.512819,-13.701313,-6.43606,15.613781,LIDC-IDRI-0552_R_1.png
14.020191,2.0481725,12.32517,18.792614,LIDC-IDRI-0555_R_1.png
-13.019423,-10.795884,-11.905129,0.023614513,LIDC-IDRI-0556_R_1.png
-40.97801,4.781635,-16.105375,2.3158963,LIDC-IDRI-0557_R_2.png
39.331272,37.8029,34.237156,1.6011568,LIDC-IDRI-0559_R_1.png
-0.81544477,-13.139522,-10.08419,-0.5173311,LIDC-IDRI-0562_R_1.png
-13.370862,-0.79507625,-0.8784976,-10.523326,LIDC-IDRI-0562_R_2.png
4.4495873,-15.576621,4.82053,1.0112294,LIDC-IDRI-0565_R_1.png
-18.659517,-12.869639,-13.52328,6.1142683,LIDC-IDRI-0565_R_2.png
14.613055,-11.523431,8.701173,-0.92478114,LIDC-IDRI-0565_R_4.png
-33.289326,4.1739125,-20.666586,-5.341163,LIDC-IDRI-0565_R_5.png
5.9312754,-16.094357,-4.872787,12.773663,LIDC-IDRI-0566_R_1.png
21.410206,11.956713,32.51188,-5.608891,LIDC-IDRI-0568_R_2.png
21.629477,15.956335,31.653896,-5.513752,LIDC-IDRI-0568_R_3.png
5.385941,-15.629983,-3.3089437,3.5166955,LIDC-IDRI-0568_R_4.png
21.420965,-8.67835,13.209148,-1.7387184,LIDC-IDRI-0569_R_2.png
21.48193,10.439403,32.275322,-4.6170874,LIDC-IDRI-0569_R_3.png
-0.24225886,-2.0608158,-4.783448,-12.607221,LIDC-IDRI-0576_R_3.png
17.330135,-2.184082,14.325714,1.4846001,LIDC-IDRI-0578_R_1.png
-19.902235,1.5703961,-16.982285,-18.422302,LIDC-IDRI-0579_R_1.png
17.550114,-0.7339568,10.397076,-2.6961932,LIDC-IDRI-0580_R_1.png
9.239549,-16.42359,-5.5760446,12.088849,LIDC-IDRI-0582_R_2.png
9.498544,-17.978498,-3.1460886,9.644554,LIDC-IDRI-0582_R_3.png
11.619446,-17.634096,-5.928977,13.526567,LIDC-IDRI-0582_R_4.png
22.970112,-4.8059163,14.447677,12.195972,LIDC-IDRI-0582_R_6.png
-11.148129,-15.435532,-10.296985,1.8478464,LIDC-IDRI-0583_R_10.png
12.31159,-5.4549785,9.894678,-3.7904155,LIDC-IDRI-0583_R_11.png
1.2682011,-13.872789,-3.146225,2.3548808,LIDC-IDRI-0583_R_14.png
6.294209,-15.2576,-1.8472948,2.89942,LIDC-IDRI-0583_R_2.png
-18.15352,6.2317524,-20.700268,-21.120932,LIDC-IDRI-0583_R_20.png
1.7143701,-16.28161,-1.657114,0.98969495,LIDC-IDRI-0586_R_1.png
21.59412,2.0090463,14.33664,2.7734542,LIDC-IDRI-0586_R_2.png
-44.548794,-4.404421,-15.969766,3.4576404,LIDC-IDRI-0587_R_1.png
-35.221756,8.491583,-23.889582,-2.586326,LIDC-IDRI-0587_R_5.png
-1.5897312,-13.365538,-10.128439,12.590047,LIDC-IDRI-0587_R_7.png
-5.748324,-16.716318,-5.2500377,-0.6160517,LIDC-IDRI-0590_R_1.png
26.972128,5.970011,16.871664,5.36093,LIDC-IDRI-0591_R_1.png
32.295616,-3.7817822,17.955582,5.1418343,LIDC-IDRI-0592_R_1.png
12.626717,-11.153519,11.359398,15.006595,LIDC-IDRI-0594_R_1.png
21.462692,-3.0624862,15.418478,4.885837,LIDC-IDRI-0596_R_1.png
0.49413955,-13.023117,2.4447103,12.794642,LIDC-IDRI-0596_R_2.png
24.453932,-13.218346,21.352224,10.650162,LIDC-IDRI-0598_R_1.png
14.803952,3.441705,14.703391,4.35877,LIDC-IDRI-0601_R_1.png
-24.070833,-4.281015,-13.133678,-8.924032,LIDC-IDRI-0601_R_2.png
-21.76135,2.0418274,-19.585732,-12.847253,LIDC-IDRI-0601_R_4.png
36.980305,14.338092,28.782671,2.0178745,LIDC-IDRI-0602_R_2.png
27.075747,7.16598,26.807144,2.8336616,LIDC-IDRI-0602_R_4.png
24.644978,11.597868,31.801281,-4.865789,LIDC-IDRI-0604_R_2.png
-0.43392175,-17.74542,5.6312118,2.9772918,LIDC-IDRI-0604_R_3.png
0.38689095,-13.397387,-3.0009007,-2.6645632,LIDC-IDRI-0605_R_1.png
29.076866,5.352524,14.931353,-2.9199293,LIDC-IDRI-0605_R_2.png
20.300049,-11.002504,10.3499365,-0.8313405,LIDC-IDRI-0605_R_3.png
19.274158,-7.8086815,10.558699,2.1295648,LIDC-IDRI-0605_R_4.png
-27.797554,-1.0398167,-10.459942,-10.500811,LIDC-IDRI-0606_R_1.png
-9.584601,-7.8670406,-17.28086,-16.973501,LIDC-IDRI-0608_R_1.png
29.660997,24.228388,36.465508,-5.8589463,LIDC-IDRI-0608_R_2.png
-43.14609,10.996692,-26.53828,0.90537184,LIDC-IDRI-0608_R_6.png
13.644731,-9.83953,8.421021,5.2528934,LIDC-IDRI-0610_R_2.png
38.378166,22.079561,24.252438,1.0017438,LIDC-IDRI-0613_R_1.png
-25.91323,-4.3069377,-20.010218,-20.178196,LIDC-IDRI-0614_R_3.png
34.893303,12.230073,23.666595,3.3972964,LIDC-IDRI-0615_R_1.png
35.500954,24.368742,32.24522,-0.84989166,LIDC-IDRI-0615_R_2.png
-16.033527,4.298628,-18.23178,-13.499417,LIDC-IDRI-0617_R_2.png
-19.43191,-7.8921633,-10.762532,5.3710184,LIDC-IDRI-0617_R_3.png
-5.347542,11.701851,-0.7496096,-16.99599,LIDC-IDRI-0619_R_1.png
